Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Level
GCA_009948425.1	ASM994842v1	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964062815.1	INEI102877	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964065365.1	INEI104534	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964067545.1	INEI104380	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964072025.1	INEI107099	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964073665.1	INEI106631	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964075285.1	INEI107900	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964076805.1	INEI107288	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964080345.1	INEI108347	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964081085.1	INEI108197	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964088875.1	INEI110302	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964060875.1	INEI103415	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964064085.1	INEI104142	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964071675.1	INEI106320	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964072695.1	INEI106313	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964073625.1	INEI106570	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964097125.1	INEI111485	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964112395.1	INEI114231	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964163785.1	INEI122744	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964062365.1	INEI104554	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964063115.1	INEI102457	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964069495.1	INEI105789	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964073585.1	INEI106591	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964073655.1	INEI106162	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964073835.1	INEI106658	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964078655.1	INEI106982	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964081885.1	INEI107941	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964092615.1	INEI111277	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964167525.1	INEI123394	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964061115.1	INEI103159	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964061145.1	INEI102933	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964063035.1	INEI102886	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964065305.1	INEI104787	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964067055.1	INEI105535	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964071435.1	INEI106488	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964074105.1	INEI106712	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964074335.1	INEI107095	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964076585.1	INEI107638	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964077805.1	INEI107644	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964091605.1	INEI110987	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964092175.1	INEI110980	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964098065.1	INEI111489	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964171885.1	INEI123938	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964177685.1	INEI124267	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964183135.1	INEI125203	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964061045.1	INEI103437	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964066405.1	INEI105840	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964066965.1	INEI105534	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964067515.1	INEI104357	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964069165.1	INEI105791	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964069475.1	INEI105786	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964069825.1	INEI106169	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964070425.1	INEI106403	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964070615.1	INEI106178	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964070635.1	INEI106123	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964070715.1	INEI106255	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964070815.1	INEI106261	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964072285.1	INEI107092	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964072355.1	INEI107122	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964072785.1	INEI106265	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964076605.1	INEI107769	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964077135.1	INEI107795	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964077765.1	INEI107635	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964078835.1	INEI107259	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964079815.1	INEI108813	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964080265.1	INEI108382	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964081795.1	INEI108275	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964092195.1	INEI110984	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964098925.1	INEI112037	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964110975.1	INEI114334	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964112815.1	INEI114355	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964116755.1	INEI114566	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964117315.1	INEI115239	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964117775.1	INEI115240	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964121145.1	INEI115860	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964123295.1	INEI115836	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964124745.1	INEI115997	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964125175.1	INEI116012	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964125335.1	INEI116074	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964126035.1	INEI116199	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964126075.1	INEI116203	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964060325.1	INEI103535	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964060585.1	INEI103407	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964061185.1	INEI103232	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964062115.1	INEI104004	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964063735.1	INEI105639	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964066265.1	INEI105831	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964069385.1	INEI106063	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964072275.1	INEI107079	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964075725.1	INEI107904	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964077005.1	INEI107822	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964078385.1	INEI106702	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964078825.1	INEI107262	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964081615.1	INEI107943	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964084385.1	INEI109488	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964090645.1	INEI109981	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964092705.1	INEI110993	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964095005.1	INEI111304	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964095145.1	INEI111300	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964111355.1	INEI114352	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964113675.1	INEI113991	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964115365.1	INEI114573	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964060135.1	INEI104052	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964060405.1	INEI104061	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964060985.1	INEI103842	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964062465.1	INEI102884	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964064235.1	INEI104228	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964068395.1	INEI104404	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964070285.1	INEI106405	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964070825.1	INEI106262	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964072215.1	INEI107066	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964073115.1	INEI106680	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964073645.1	INEI106222	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964074375.1	INEI106534	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964074645.1	INEI106065	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964076165.1	INEI107612	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964076715.1	INEI107733	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964076855.1	INEI107738	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964077345.1	INEI107513	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964078515.1	INEI106575	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964079785.1	INEI108793	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964080515.1	INEI107942	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964080825.1	INEI108198	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964081385.1	INEI108193	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964081875.1	INEI108657	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964083365.1	INEI108912	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964086195.1	INEI109489	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964088035.1	INEI113975	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964088265.1	INEI113807	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964088595.1	INEI110550	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964090735.1	INEI110012	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964091715.1	INEI110970	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964091835.1	INEI110949	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964092235.1	INEI110986	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964094385.1	INEI111302	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964096305.1	INEI111991	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964097575.1	INEI111595	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964099545.1	INEI112083	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964099605.1	INEI112067	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964110805.1	INEI114185	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964111335.1	INEI114324	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964111345.1	INEI114410	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964112015.1	INEI114434	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964112285.1	INEI114336	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964112845.1	INEI113981	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964112945.1	INEI114012	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964113055.1	INEI114005	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964113215.1	INEI114193	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964114385.1	INEI114681	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964114505.1	INEI114673	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964114525.1	INEI114711	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964115055.1	INEI114764	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964115855.1	INEI114576	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964116365.1	INEI114761	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964116435.1	INEI114577	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964117795.1	INEI115272	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964118365.1	INEI115203	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964118775.1	INEI115255	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964120245.1	INEI115237	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964121595.1	INEI115656	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964122195.1	INEI115638	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964124525.1	INEI115995	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964125975.1	INEI116214	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964126405.1	INEI116202	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964126425.1	INEI116218	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964175395.1	INEI124069	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964061435.1	INEI100410	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964073385.1	INEI106117	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964077735.1	INEI107624	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964078145.1	INEI107267	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964083655.1	INEI108964	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964090475.1	INEI109999	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964094665.1	INEI111360	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964106575.1	INEI113294	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964112265.1	INEI114317	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964113685.1	INEI114142	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964114335.1	INEI114726	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964126225.1	INEI116221	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964129355.1	INEI116679	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964062755.1	INEI102434	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964080155.1	INEI108143	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964085025.1	INEI109658	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964094915.1	INEI111309	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
GCA_964095395.1	INEI111609	Severe acute respiratory syndrome coronavirus 2	2697049	Complete Genome
